,date,game_center,geo_location,attendance,capacity,home,guest
280,2015-12-06 20:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Heat,Cavaliers
281,2015-12-06 20:00:00,United Center,"Chicago, IL",21770,20917,Bulls,Hornets
282,2015-12-06 20:00:00,Toyota Center,"Houston, TX",17318,18104,Rockets,Kings
283,2015-12-06 20:00:00,Target Center,"Minneapolis, MN",16203,19356,Timberwolves,Blazers
284,2015-12-06 20:30:00,BMO Harris Bradley Center,"Milwaukee, WI",16223,18717,Bucks,Knicks
285,2015-12-06 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Celtics
286,2015-12-06 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19500,19911,Jazz,Pacers
287,2015-12-06 22:30:00,STAPLES Center,"Los Angeles, CA",19146,19060,Clippers,Magic
288,2015-12-07 15:30:00,FedExForum,"Memphis, TN",16022,18119,Grizzlies,Suns
289,2015-12-07 18:00:00,The Palace of Auburn Hills,"Detroit, MI",20228,22076,Pistons,Lakers
290,2015-12-07 18:00:00,Verizon Center,"Washington, DC",16394,20173,Wizards,Mavericks
291,2015-12-07 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Kings
292,2015-12-08 19:00:00,Spectrum Center,"Charlotte, NC",15481,19077,Hornets,Pistons
293,2015-12-08 19:00:00,Wells Fargo Center,"Philadelphia, PA",14449,20318,76ers,Spurs
294,2015-12-08 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Heat,Wizards
295,2015-12-08 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Mavericks
296,2015-12-08 19:30:00,Air Canada Centre,"Toronto, ON",20163,19800,Raptors,Lakers
297,2015-12-08 20:00:00,United Center,"Chicago, IL",21337,20917,Bulls,Suns
298,2015-12-08 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",14389,18717,Bucks,Blazers
299,2015-12-08 20:00:00,Target Center,"Minneapolis, MN",11467,19356,Timberwolves,Clippers
300,2015-12-08 20:00:00,Smoothie King Center,"New Orleans, LA",15715,17188,Pelicans,Celtics
301,2015-12-09 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Blazers
302,2015-12-09 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",18165,18165,Pacers,Warriors
303,2015-12-09 20:00:00,FedExForum,"Memphis, TN",16415,18119,Grizzlies,Thunder
304,2015-12-09 21:00:00,Pepsi Center,"Denver, CO",13925,19155,Nuggets,Magic
305,2015-12-09 22:00:00,Sleep Train Arena,"Sacramento, CA",16505,17317,Kings,Jazz
306,2015-12-10 19:00:00,TD Garden,"Boston, MA",17318,18624,Celtics,Bulls
307,2015-12-10 19:00:00,Spectrum Center,"Charlotte, NC",17404,19077,Hornets,Heat
308,2015-12-10 19:00:00,Verizon Center,"Washington, DC",16041,20173,Wizards,Rockets
309,2015-12-10 19:30:00,The Palace of Auburn Hills,"Detroit, MI",13411,22076,Pistons,Grizzlies
310,2015-12-10 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Spurs
311,2015-12-10 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",14224,18717,Bucks,Clippers
312,2015-12-10 20:00:00,Target Center,"Minneapolis, MN",18076,19356,Timberwolves,Lakers
313,2015-12-10 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17637,18422,Suns,Magic
314,2015-12-10 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",18586,19911,Jazz,Knicks
315,2015-12-10 21:30:00,American Airlines Center,"Dallas, TX",19936,19200,Mavericks,Hawks
316,2015-12-11 20:00:00,United Center,"Chicago, IL",21491,20917,Bulls,Clippers
317,2015-12-11 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Hawks
318,2015-12-11 22:30:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,Knicks
319,2015-12-12 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16184,18165,Pacers,Heat
320,2015-12-12 19:00:00,Amway Center,"Orlando, FL",17239,18500,Magic,Cavaliers
321,2015-12-12 19:00:00,Wells Fargo Center,"Philadelphia, PA",14020,20318,76ers,Pistons
322,2015-12-12 19:30:00,TD Garden,"Boston, MA",18624,18624,Celtics,Warriors
323,2015-12-12 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Bucks
324,2015-12-12 20:00:00,FedExForum,"Memphis, TN",17111,18119,Grizzlies,Hornets
325,2015-12-12 20:00:00,Smoothie King Center,"New Orleans, LA",16875,17188,Pelicans,Wizards
326,2015-12-12 21:00:00,Pepsi Center,"Denver, CO",12533,19155,Nuggets,Timberwolves
327,2015-12-12 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Jazz,Thunder
328,2015-12-12 21:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Lakers
329,2015-12-12 21:30:00,Talking Stick Resort Arena,"Phoenix, AZ",17028,18422,Suns,Blazers
330,2015-12-13 19:00:00,Spectrum Center,"Charlotte, NC",18490,19077,Hornets,Celtics
331,2015-12-13 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14858,22076,Pistons,Pacers
332,2015-12-13 20:00:00,Philips Arena,"Atlanta, GA",17752,18729,Hawks,Spurs
333,2015-12-13 20:00:00,United Center,"Chicago, IL",21605,20917,Bulls,Pelicans
334,2015-12-13 20:00:00,Toyota Center,"Houston, TX",18456,18104,Rockets,Lakers
335,2015-12-13 20:30:00,American Airlines Center,"Dallas, TX",20088,19200,Mavericks,Wizards
336,2015-12-13 20:30:00,BMO Harris Bradley Center,"Milwaukee, WI",18717,18717,Bucks,Warriors
337,2015-12-13 22:00:00,Moda Center,"Portland, OR",19511,19441,Trail,Knicks
338,2015-12-14 15:30:00,Talking Stick Resort Arena,"Phoenix, AZ",16919,18422,Suns,Timberwolves
339,2015-12-14 18:00:00,AmericanAirlines Arena,"Miami, FL",19813,19600,Heat,Grizzlies
340,2015-12-14 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,76ers
341,2015-12-14 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Jazz
342,2015-12-15 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16598,18165,Pacers,Raptors
343,2015-12-15 19:30:00,The Palace of Auburn Hills,"Detroit, MI",13525,22076,Pistons,Clippers
344,2015-12-15 20:00:00,Philips Arena,"Atlanta, GA",15039,18729,Hawks,Heat
345,2015-12-15 20:00:00,United Center,"Chicago, IL",21166,20917,Bulls,76ers
346,2015-12-15 20:00:00,FedExForum,"Memphis, TN",15397,18119,Grizzlies,Wizards
347,2015-12-15 20:30:00,American Airlines Center,"Dallas, TX",19822,19200,Mavericks,Suns
348,2015-12-15 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Jazz
349,2015-12-15 21:00:00,Pepsi Center,"Denver, CO",12022,19155,Nuggets,Rockets
350,2015-12-15 22:00:00,Moda Center,"Portland, OR",19231,19441,Trail,Pelicans
351,2015-12-16 19:30:00,TD Garden,"Boston, MA",18624,18624,Celtics,Cavaliers
352,2015-12-16 20:00:00,Target Center,"Minneapolis, MN",11323,19356,Timberwolves,Nuggets
353,2015-12-16 22:00:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,Rockets
354,2015-12-16 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Bucks
355,2015-12-17 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",14824,18165,Pacers,Mavericks
356,2015-12-17 19:00:00,Amway Center,"Orlando, FL",16019,18500,Magic,Hornets
357,2015-12-17 19:30:00,The Palace of Auburn Hills,"Detroit, MI",13120,22076,Pistons,Celtics
358,2015-12-17 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Timberwolves
359,2015-12-17 20:00:00,Philips Arena,"Atlanta, GA",14827,18729,Hawks,76ers
360,2015-12-17 20:00:00,United Center,"Chicago, IL",21032,20917,Bulls,Grizzlies
361,2015-12-17 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Blazers
362,2015-12-17 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Wizards
363,2015-12-17 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",17899,19911,Jazz,Pelicans
364,2015-12-17 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Suns
365,2015-12-17 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Clippers,Bucks
366,2015-12-18 19:00:00,Spectrum Center,"Charlotte, NC",15817,19077,Hornets,Raptors
367,2015-12-18 20:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Thunder
368,2015-12-18 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Rockets
369,2015-12-19 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16548,18165,Pacers,Nets
370,2015-12-19 19:00:00,Amway Center,"Orlando, FL",17156,18500,Magic,Blazers
371,2015-12-19 19:00:00,Wells Fargo Center,"Philadelphia, PA",17880,20318,76ers,Knicks
372,2015-12-19 19:30:00,TD Garden,"Boston, MA",18624,18624,Celtics,Hawks
373,2015-12-19 20:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Heat,Raptors
374,2015-12-19 20:00:00,United Center,"Chicago, IL",21534,20917,Bulls,Pistons
375,2015-12-19 20:00:00,Target Center,"Minneapolis, MN",12770,19356,Timberwolves,Kings
376,2015-12-19 20:00:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Clippers
377,2015-12-19 20:30:00,American Airlines Center,"Dallas, TX",20199,19200,Mavericks,Grizzlies
378,2015-12-19 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19169,19911,Jazz,Nuggets
379,2015-12-19 22:30:00,Talking Stick Resort Arena,"Phoenix, AZ",17227,18422,Suns,Pelicans
380,2015-12-19 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Bucks
381,2015-12-20 17:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Lakers
382,2015-12-20 19:00:00,Verizon Center,"Washington, DC",16987,20173,Wizards,Hornets
383,2015-12-20 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Bulls
384,2015-12-20 20:00:00,Toyota Center,"Houston, TX",18212,18104,Rockets,Clippers
385,2015-12-20 20:00:00,FedExForum,"Memphis, TN",18119,18119,Grizzlies,Pacers
386,2015-12-21 13:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Heat,Blazers
387,2015-12-21 15:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,76ers
388,2015-12-21 17:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16859,18422,Suns,Bucks
389,2015-12-21 18:00:00,Amway Center,"Orlando, FL",16982,18500,Magic,Hawks
390,2015-12-21 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Kings
391,2015-12-21 20:00:00,Pepsi Center,"Denver, CO",13857,19155,Nuggets,Pelicans
392,2015-12-22 19:00:00,Verizon Center,"Washington, DC",15124,20173,Wizards,Kings
393,2015-12-22 19:30:00,TD Garden,"Boston, MA",18624,18624,Celtics,Timberwolves
394,2015-12-22 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Magic
395,2015-12-22 20:00:00,Philips Arena,"Atlanta, GA",18373,18729,Hawks,Blazers
396,2015-12-22 20:00:00,United Center,"Chicago, IL",21825,20917,Bulls,Nets
397,2015-12-22 20:00:00,Toyota Center,"Houston, TX",18236,18104,Rockets,Hornets
398,2015-12-22 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Pacers
399,2015-12-22 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Jazz,Suns
400,2015-12-22 22:30:00,STAPLES Center,"Los Angeles, CA",19415,19060,Clippers,Thunder
401,2015-12-23 19:00:00,Wells Fargo Center,"Philadelphia, PA",15552,20318,76ers,Grizzlies
402,2015-12-23 19:30:00,AmericanAirlines Arena,"Miami, FL",19901,19600,Heat,Pistons
403,2015-12-23 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Mavericks
404,2015-12-23 21:00:00,Pepsi Center,"Denver, CO",19124,19155,Nuggets,Lakers
405,2015-12-24 19:00:00,Spectrum Center,"Charlotte, NC",19082,19077,Hornets,Celtics
406,2015-12-24 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Knicks
407,2015-12-24 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",18165,18165,Pacers,Kings
408,2015-12-24 19:00:00,Amway Center,"Orlando, FL",17061,18500,Magic,Rockets
409,2015-12-24 19:00:00,Verizon Center,"Washington, DC",15879,20173,Wizards,Grizzlies
410,2015-12-24 20:00:00,Philips Arena,"Atlanta, GA",17575,18729,Hawks,Pistons
411,2015-12-24 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",15754,18717,Bucks,76ers
412,2015-12-24 20:00:00,Target Center,"Minneapolis, MN",16788,19356,Timberwolves,Spurs
413,2015-12-24 20:00:00,Smoothie King Center,"New Orleans, LA",16686,17188,Pelicans,Blazers
414,2015-12-24 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17034,18422,Suns,Nuggets
415,2015-12-24 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Jazz
416,2015-12-24 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Thunder
417,2015-12-26 12:00:00,AmericanAirlines Arena,"Miami, FL",19845,19600,Heat,Pelicans
418,2015-12-26 14:30:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Bulls
419,2015-12-26 17:00:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Cavaliers
420,2015-12-26 20:00:00,Toyota Center,"Houston, TX",18319,18104,Rockets,Spurs
421,2015-12-26 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Clippers
422,2015-12-27 17:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16329,18717,Bucks,Raptors
423,2015-12-27 19:30:00,Philips Arena,"Atlanta, GA",19015,18729,Hawks,Knicks
424,2015-12-27 19:00:00,Spectrum Center,"Charlotte, NC",19091,19077,Hornets,Grizzlies
425,2015-12-27 19:00:00,Amway Center,"Orlando, FL",18846,18500,Magic,Heat
426,2015-12-27 19:00:00,Smoothie King Center,"New Orleans, LA",18248,17188,Pelicans,Rockets
427,2015-12-27 19:30:00,The Palace of Auburn Hills,"Detroit, MI",18288,22076,Pistons,Celtics
428,2015-12-27 20:00:00,Target Center,"Minneapolis, MN",15076,19356,Timberwolves,Pacers
429,2015-12-27 21:00:00,American Airlines Center,"Dallas, TX",20392,19200,Mavericks,Bulls
430,2015-12-27 20:30:00,AT&T Center,"San Antonio, TX",18420,18581,Spurs,Nuggets
431,2015-12-27 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17548,18422,Suns,76ers
432,2015-12-27 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Jazz,Clippers
433,2015-12-27 22:00:00,Moda Center,"Portland, OR",19393,19441,Trail,Cavaliers
434,2015-12-28 19:00:00,TD Garden,"Boston, MA",18624,18624,Celtics,Knicks
435,2015-12-28 18:00:00,FedExForum,"Memphis, TN",18119,18119,Grizzlies,Lakers
436,2015-12-28 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Nuggets
437,2015-12-28 21:00:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,Blazers
438,2015-12-29 19:00:00,Spectrum Center,"Charlotte, NC",19632,19077,Hornets,Lakers
439,2015-12-29 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",18165,18165,Pacers,Hawks
440,2015-12-29 19:00:00,Amway Center,"Orlando, FL",17606,18500,Magic,Pelicans
441,2015-12-29 19:00:00,Verizon Center,"Washington, DC",20356,20173,Wizards,Clippers
442,2015-12-29 19:30:00,AmericanAirlines Arena,"Miami, FL",19975,19600,Heat,Nets
443,2015-12-29 20:00:00,United Center,"Chicago, IL",21898,20917,Bulls,Raptors
444,2015-12-29 20:30:00,American Airlines Center,"Dallas, TX",20300,19200,Mavericks,Bucks
445,2015-12-29 20:30:00,AT&T Center,"San Antonio, TX",18493,18581,Spurs,Timberwolves
446,2015-12-29 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",18319,18422,Suns,Cavaliers
447,2015-12-29 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Jazz,76ers
448,2015-12-29 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Kings
449,2015-12-30 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Pistons
450,2015-12-30 20:00:00,Toyota Center,"Houston, TX",18211,18104,Rockets,Hawks
451,2015-12-30 20:00:00,FedExForum,"Memphis, TN",18119,18119,Grizzlies,Heat
452,2015-12-30 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Bucks
453,2015-12-30 21:00:00,Pepsi Center,"Denver, CO",17523,19155,Nuggets,Cavaliers
454,2015-12-31 19:00:00,Spectrum Center,"Charlotte, NC",19145,19077,Hornets,Clippers
455,2015-12-31 19:00:00,Amway Center,"Orlando, FL",18397,18500,Magic,Nets
456,2015-12-31 19:30:00,TD Garden,"Boston, MA",18624,18624,Celtics,Lakers
457,2015-12-31 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Wizards
458,2015-12-31 20:00:00,United Center,"Chicago, IL",22206,20917,Bulls,Pacers
459,2015-12-31 20:00:00,Target Center,"Minneapolis, MN",14326,19356,Timberwolves,Jazz
460,2015-12-31 20:30:00,American Airlines Center,"Dallas, TX",20494,19200,Mavericks,Warriors
461,2015-12-31 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Suns
462,2015-12-31 22:00:00,Moda Center,"Portland, OR",19393,19441,Trail,Nuggets
463,2015-12-31 22:00:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,76ers
464,2016-01-01 18:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16348,18165,Pacers,Bucks
465,2016-01-01 19:00:00,Toyota Center,"Houston, TX",18313,18104,Rockets,Warriors
466,2016-01-01 18:00:00,The Palace of Auburn Hills,"Detroit, MI",15475,22076,Pistons,Timberwolves
467,2016-01-01 20:00:00,Smoothie King Center,"New Orleans, LA",16920,17188,Pelicans,Clippers
468,2016-01-01 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Suns
469,2016-01-01 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19380,19911,Jazz,Blazers
470,2016-01-02 19:00:00,Verizon Center,"Washington, DC",16986,20173,Wizards,Magic
471,2016-01-02 19:30:00,AmericanAirlines Arena,"Miami, FL",19748,19600,Heat,Mavericks
472,2016-01-02 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Hornets
473,2016-01-02 20:00:00,United Center,"Chicago, IL",22443,20917,Bulls,Knicks
474,2016-01-02 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,76ers
475,2016-01-03 15:00:00,TD Garden,"Boston, MA",18624,18624,Celtics,Nets
476,2016-01-03 17:00:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,Suns
477,2016-01-03 19:00:00,Spectrum Center,"Charlotte, NC",19387,19077,Hornets,Thunder
478,2016-01-03 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",18165,18165,Pacers,Pistons
479,2016-01-03 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Magic
480,2016-01-03 20:00:00,Target Center,"Minneapolis, MN",14107,19356,Timberwolves,Bucks
481,2016-01-03 20:30:00,American Airlines Center,"Dallas, TX",20152,19200,Mavericks,Pelicans
482,2016-01-03 20:30:00,AT&T Center,"San Antonio, TX",18652,18581,Spurs,Rockets
483,2016-01-03 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",18455,19911,Jazz,Grizzlies
484,2016-01-03 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Nuggets
485,2016-01-03 22:30:00,STAPLES Center,"Los Angeles, CA",19212,19060,Clippers,76ers
486,2016-01-04 15:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Hawks
487,2016-01-04 15:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Bulls
488,2016-01-04 18:00:00,Verizon Center,"Washington, DC",17793,20173,Wizards,Heat
489,2016-01-04 21:00:00,Pepsi Center,"Denver, CO",11883,19155,Nuggets,Blazers
490,2016-01-04 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Suns
491,2016-01-05 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Raptors
492,2016-01-05 19:00:00,Wells Fargo Center,"Philadelphia, PA",14013,20318,76ers,Timberwolves
493,2016-01-05 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14301,22076,Pistons,Magic
494,2016-01-05 19:30:00,AmericanAirlines Arena,"Miami, FL",19874,19600,Heat,Pacers
495,2016-01-05 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",14718,18717,Bucks,Spurs
496,2016-01-05 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Kings
497,2016-01-05 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",17912,19911,Jazz,Rockets
498,2016-01-05 22:00:00,Moda Center,"Portland, OR",18832,19441,Trail,Grizzlies
499,2016-01-05 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Hornets
500,2016-01-06 20:00:00,Philips Arena,"Atlanta, GA",15082,18729,Hawks,Knicks
501,2016-01-06 20:00:00,United Center,"Chicago, IL",21686,20917,Bulls,Bucks
502,2016-01-06 20:30:00,American Airlines Center,"Dallas, TX",20059,19200,Mavericks,Kings
503,2016-01-06 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Warriors
504,2016-01-07 19:00:00,AmericanAirlines Arena,"Miami, FL",19987,19600,Heat,Knicks
505,2016-01-07 19:00:00,Amway Center,"Orlando, FL",18846,18500,Magic,Pacers
506,2016-01-07 19:00:00,Verizon Center,"Washington, DC",20356,20173,Wizards,Cavaliers
507,2016-01-07 19:30:00,TD Garden,"Boston, MA",18624,18624,Celtics,Pistons
508,2016-01-07 20:00:00,Target Center,"Minneapolis, MN",12059,19356,Timberwolves,Nuggets
509,2016-01-07 20:00:00,Smoothie King Center,"New Orleans, LA",15255,17188,Pelicans,Mavericks
510,2016-01-07 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Jazz
511,2016-01-07 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16910,18422,Suns,Hornets
512,2016-01-07 21:30:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Grizzlies
513,2016-01-07 22:00:00,Moda Center,"Portland, OR",18598,19441,Trail,Clippers
514,2016-01-08 19:00:00,Wells Fargo Center,"Philadelphia, PA",12611,20318,76ers,Hawks
515,2016-01-08 20:00:00,United Center,"Chicago, IL",21497,20917,Bulls,Celtics
516,2016-01-08 20:00:00,Toyota Center,"Houston, TX",18155,18104,Rockets,Jazz
517,2016-01-08 22:30:00,Sleep Train Arena,"Sacramento, CA",17386,17317,Kings,Lakers
518,2016-01-09 19:00:00,Verizon Center,"Washington, DC",17064,20173,Wizards,Raptors
519,2016-01-09 20:00:00,FedExForum,"Memphis, TN",17499,18119,Grizzlies,Nuggets
520,2016-01-09 20:00:00,Target Center,"Minneapolis, MN",16768,19356,Timberwolves,Cavaliers
521,2016-01-09 20:00:00,Smoothie King Center,"New Orleans, LA",16895,17188,Pelicans,Pacers
522,2016-01-09 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16409,18717,Bucks,Mavericks
523,2016-01-09 20:30:00,AT&T Center,"San Antonio, TX",18420,18581,Spurs,Knicks
524,2016-01-09 21:30:00,Talking Stick Resort Arena,"Phoenix, AZ",16866,18422,Suns,Heat
525,2016-01-09 22:00:00,Moda Center,"Portland, OR",20035,19441,Trail,Warriors
526,2016-01-09 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Thunder
527,2016-01-10 15:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Clippers,Hornets
528,2016-01-10 17:00:00,Philips Arena,"Atlanta, GA",19010,18729,Hawks,Bulls
529,2016-01-10 19:00:00,Amway Center,"Orlando, FL",18058,18500,Magic,Wizards
530,2016-01-10 19:30:00,The Palace of Auburn Hills,"Detroit, MI",16406,22076,Pistons,Nets
531,2016-01-10 19:30:00,Wells Fargo Center,"Philadelphia, PA",14100,20318,76ers,Raptors
532,2016-01-10 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Jazz,Heat
533,2016-01-10 22:00:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,Warriors
534,2016-01-11 17:00:00,Target Center,"Minneapolis, MN",14363,19356,Timberwolves,Mavericks
535,2016-01-11 15:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Clippers,Pelicans
536,2016-01-11 18:00:00,Wells Fargo Center,"Philadelphia, PA",19226,20318,76ers,Cavaliers
537,2016-01-11 18:00:00,FedExForum,"Memphis, TN",17112,18119,Grizzlies,Celtics
538,2016-01-11 19:00:00,Toyota Center,"Houston, TX",18133,18104,Rockets,Pacers
539,2016-01-11 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Bucks
540,2016-01-11 20:00:00,Pepsi Center,"Denver, CO",11343,19155,Nuggets,Hornets
541,2016-01-11 21:00:00,Moda Center,"Portland, OR",19393,19441,Trail,Thunder
542,2016-01-11 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Jazz
543,2016-01-12 20:00:00,United Center,"Chicago, IL",21409,20917,Bulls,Wizards
544,2016-01-12 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Heat
545,2016-01-13 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",15284,18165,Pacers,Suns
546,2016-01-13 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14273,22076,Pistons,Spurs
547,2016-01-13 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Celtics
548,2016-01-13 20:00:00,FedExForum,"Memphis, TN",16044,18119,Grizzlies,Rockets
549,2016-01-13 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16867,18717,Bucks,Bulls
550,2016-01-13 20:00:00,Target Center,"Minneapolis, MN",14791,19356,Timberwolves,Thunder
551,2016-01-13 20:30:00,American Airlines Center,"Dallas, TX",20347,19200,Mavericks,Cavaliers
552,2016-01-13 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Pelicans
553,2016-01-14 19:00:00,Spectrum Center,"Charlotte, NC",15334,19077,Hornets,Hawks
554,2016-01-14 19:00:00,Verizon Center,"Washington, DC",16248,20173,Wizards,Bucks
555,2016-01-14 20:00:00,TD Garden,"Boston, MA",18624,18624,Celtics,Pacers
556,2016-01-14 20:00:00,Toyota Center,"Houston, TX",17115,18104,Rockets,Timberwolves
557,2016-01-14 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Mavericks
558,2016-01-14 21:00:00,Pepsi Center,"Denver, CO",18004,19155,Nuggets,Warriors
559,2016-01-14 22:00:00,Moda Center,"Portland, OR",19393,19441,Trail,Jazz
560,2016-01-14 22:00:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,Pelicans
