,Unnamed: 0,date,game_center,geo_location,attendance,capacity,guest,home,streak_home,streak_guest
1217,1217,2016-06-03 20:00:00,ORACLE Arena,"Oakland, CA",19596,19596,Cavaliers,Warriors,0,0
1218,1218,2016-06-06 19:00:00,ORACLE Arena,"Oakland, CA",19596,19596,Cavaliers,Warriors,0,0
1219,1219,2016-06-09 20:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Warriors,Cavaliers,0,0
1220,1220,2016-06-11 20:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Warriors,Cavaliers,0,0
1221,1221,2016-06-14 20:00:00,ORACLE Arena,"Oakland, CA",19596,19596,Cavaliers,Warriors,0,0
1222,1222,2016-06-17 20:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Warriors,Cavaliers,0,0
1223,1223,2016-06-20 19:00:00,ORACLE Arena,"Oakland, CA",19596,19596,Cavaliers,Warriors,0,0
1224,1224,2016-04-17 14:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Rockets,Warriors,0,0
1225,1225,2016-04-18 14:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Pistons,Cavaliers,0,0
1226,1226,2016-04-19 21:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Rockets,Warriors,0,0
1227,1227,2016-04-21 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Pistons,Cavaliers,0,0
1228,1228,2016-04-22 20:30:00,Toyota Center,"Houston, TX",18200,18104,Warriors,Rockets,0,0
1229,1229,2016-04-23 18:00:00,The Palace of Auburn Hills,"Detroit, MI",21584,22076,Cavaliers,Pistons,0,0
1230,1230,2016-04-25 14:45:00,Toyota Center,"Houston, TX",18200,18104,Warriors,Rockets,0,0
1231,1231,2016-04-25 19:30:00,The Palace of Auburn Hills,"Detroit, MI",21584,22076,Cavaliers,Pistons,0,0
1232,1232,2016-04-18 21:30:00,STAPLES Center,"Los Angeles, CA",19122,19060,Blazers,Clippers,0,0
1233,1233,2016-04-21 21:30:00,STAPLES Center,"Los Angeles, CA",19127,19060,Blazers,Clippers,0,0
1234,1234,2016-04-24 21:30:00,Moda Center,"Portland, OR",19761,19441,Clippers,Trail,0,0
1235,1235,2016-04-26 21:30:00,Moda Center,"Portland, OR",19607,19441,Clippers,Trail,0,0
1236,1236,2016-04-28 21:00:00,STAPLES Center,"Los Angeles, CA",19060,19060,Blazers,Clippers,0,0
1237,1237,2016-04-30 21:30:00,Moda Center,"Portland, OR",19768,19441,Clippers,Trail,0,0
1238,1238,2016-04-17 20:30:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Mavericks,Thunder,0,0
1239,1239,2016-04-19 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Mavericks,Thunder,0,0
1240,1240,2016-04-22 18:00:00,American Airlines Center,"Dallas, TX",20150,19200,Thunder,Mavericks,0,0
1241,1241,2016-04-24 19:00:00,American Airlines Center,"Dallas, TX",20516,19200,Thunder,Mavericks,0,0
1242,1242,2016-04-26 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Mavericks,Thunder,0,0
1243,1243,2016-04-28 21:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Rockets,Warriors,0,0
1244,1244,2016-04-18 19:00:00,AT&T Center,"San Antonio, TX",18418,18581,Grizzlies,Spurs,0,0
1245,1245,2016-04-20 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Grizzlies,Spurs,0,0
1246,1246,2016-04-23 20:30:00,FedExForum,"Memphis, TN",18119,18119,Spurs,Grizzlies,0,0
1247,1247,2016-04-25 12:00:00,FedExForum,"Memphis, TN",18119,18119,Spurs,Grizzlies,0,0
1248,1248,2016-04-17 11:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Pacers,Raptors,0,0
1249,1249,2016-04-19 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Pacers,Raptors,0,0
1250,1250,2016-04-22 18:30:00,Bankers Life Fieldhouse,"Indianapolis, IN",18165,18165,Raptors,Pacers,0,0
1251,1251,2016-04-24 14:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",18165,18165,Raptors,Pacers,0,0
1252,1252,2016-04-27 17:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Pacers,Raptors,0,0
1253,1253,2016-04-17 18:00:00,Philips Arena,"Atlanta, GA",18980,18729,Celtics,Hawks,0,0
1254,1254,2016-04-30 18:30:00,Bankers Life Fieldhouse,"Indianapolis, IN",18165,18165,Raptors,Pacers,0,0
1255,1255,2016-04-20 18:00:00,Philips Arena,"Atlanta, GA",18972,18729,Celtics,Hawks,0,0
1256,1256,2016-05-02 19:00:00,Air Canada Centre,"Toronto, ON",20669,19800,Pacers,Raptors,0,0
1257,1257,2016-04-23 19:00:00,TD Garden,"Boston, MA",18624,18624,Hawks,Celtics,0,0
1258,1258,2016-04-25 17:00:00,TD Garden,"Boston, MA",18624,18624,Hawks,Celtics,0,0
1259,1259,2016-04-18 16:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Hornets,Heat,0,0
1260,1260,2016-04-27 19:30:00,Philips Arena,"Atlanta, GA",18987,18729,Celtics,Hawks,0,0
1261,1261,2016-04-29 19:00:00,TD Garden,"Boston, MA",18624,18624,Hawks,Celtics,0,0
1262,1262,2016-04-21 18:00:00,AmericanAirlines Arena,"Miami, FL",19650,19600,Hornets,Heat,0,0
1263,1263,2016-04-24 16:30:00,Spectrum Center,"Charlotte, NC",19604,19077,Heat,Hornets,0,0
1264,1264,2016-04-26 18:00:00,Spectrum Center,"Charlotte, NC",19156,19077,Heat,Hornets,0,0
1265,1265,2016-04-28 19:00:00,AmericanAirlines Arena,"Miami, FL",19685,19600,Hornets,Heat,0,0
1266,1266,2016-04-30 19:00:00,Spectrum Center,"Charlotte, NC",19636,19077,Heat,Hornets,0,0
1267,1267,2016-05-02 12:00:00,AmericanAirlines Arena,"Miami, FL",19868,19600,Hornets,Heat,0,0
1268,1268,2016-05-01 19:30:00,AT&T Center,"San Antonio, TX",18418,18581,Thunder,Spurs,0,0
1269,1269,2016-05-03 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Thunder,Spurs,0,0
1270,1270,2016-05-07 20:30:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Spurs,Thunder,0,0
1271,1271,2016-05-09 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Spurs,Thunder,0,0
1272,1272,2016-05-11 19:00:00,AT&T Center,"San Antonio, TX",18418,18581,Thunder,Spurs,0,0
1273,1273,2016-05-13 19:30:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Spurs,Thunder,0,0
1274,1274,2016-05-03 18:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Hawks,Cavaliers,0,0
1275,1275,2016-05-05 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Hawks,Cavaliers,0,0
1276,1276,2016-05-07 18:00:00,Philips Arena,"Atlanta, GA",19089,18729,Cavaliers,Hawks,0,0
1277,1277,2016-05-09 14:30:00,Philips Arena,"Atlanta, GA",19031,18729,Cavaliers,Hawks,0,0
1278,1278,2016-05-02 14:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Blazers,Warriors,0,0
1279,1279,2016-05-04 21:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Blazers,Warriors,0,0
1280,1280,2016-05-08 19:30:00,Moda Center,"Portland, OR",19673,19441,Warriors,Trail,0,0
1281,1281,2016-05-10 21:30:00,Moda Center,"Portland, OR",19583,19441,Warriors,Trail,0,0
1282,1282,2016-05-12 21:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Blazers,Warriors,0,0
1283,1283,2016-05-04 19:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Heat,Raptors,0,0
1284,1284,2016-05-06 19:00:00,Air Canada Centre,"Toronto, ON",20906,19800,Heat,Raptors,0,0
1285,1285,2016-05-08 16:00:00,AmericanAirlines Arena,"Miami, FL",19675,19600,Raptors,Heat,0,0
1286,1286,2016-05-10 19:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Raptors,Heat,0,0
1287,1287,2016-05-12 19:00:00,Air Canada Centre,"Toronto, ON",20155,19800,Heat,Raptors,0,0
1288,1288,2016-05-14 19:00:00,AmericanAirlines Arena,"Miami, FL",19757,19600,Raptors,Heat,0,0
1289,1289,2016-05-16 14:30:00,Air Canada Centre,"Toronto, ON",20257,19800,Heat,Raptors,0,0
1290,1290,2016-01-25 19:00:00,Wells Fargo Center,"Philadelphia, PA",9722,20318,Celtics,76ers,0,0
1291,1291,2016-02-19 19:00:00,Verizon Center,"Washington, DC",12415,20173,Jazz,Wizards,0,0
