,Unnamed: 0,date,game_center,geo_location,attendance,capacity,home,guest,streak_home,streak_guest
246,246,2015-12-01 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Heat,Celtics,-1,1
247,247,2015-12-01 20:00:00,Philips Arena,"Atlanta, GA",17768,18729,Hawks,Thunder,1,-1
248,248,2015-12-01 20:00:00,United Center,"Chicago, IL",21909,20917,Bulls,Spurs,1,-1
249,249,2015-12-01 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",10187,18717,Bucks,Nuggets,1,-7
250,250,2015-12-01 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Jazz,Warriors,-1,19
251,251,2015-12-01 22:00:00,Sleep Train Arena,"Sacramento, CA",16937,17317,Kings,Mavericks,1,-1
252,252,2015-12-01 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Clippers,Blazers,3,0
253,253,2015-12-02 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Wizards,-1,1
254,254,2015-12-02 19:00:00,Wells Fargo Center,"Philadelphia, PA",20510,20318,76ers,Lakers,1,-7
255,255,2015-12-02 20:00:00,Target Center,"Minneapolis, MN",10694,19356,Timberwolves,Magic,-2,4
256,256,2015-12-02 20:00:00,Smoothie King Center,"New Orleans, LA",16020,17188,Pelicans,Grizzlies,-3,2
257,257,2015-12-02 22:00:00,Moda Center,"Portland, OR",19393,19441,Trail,Mavericks,0,1
258,258,2015-12-03 19:00:00,Spectrum Center,"Charlotte, NC",19542,19077,Hornets,Warriors,-1,20
259,259,2015-12-03 19:00:00,Verizon Center,"Washington, DC",20356,20173,Wizards,Lakers,-1,1
260,260,2015-12-03 19:30:00,The Palace of Auburn Hills,"Detroit, MI",13985,22076,Pistons,Suns,2,-2
261,261,2015-12-03 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,76ers,1,-1
262,262,2015-12-03 20:00:00,Philips Arena,"Atlanta, GA",12559,18729,Hawks,Raptors,-1,1
263,263,2015-12-03 20:00:00,United Center,"Chicago, IL",21349,20917,Bulls,Nuggets,2,-8
264,264,2015-12-03 20:00:00,Toyota Center,"Houston, TX",17339,18104,Rockets,Pelicans,1,-4
265,265,2015-12-03 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Bucks,1,-1
266,266,2015-12-03 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Clippers,Pacers,-1,6
267,267,2015-12-04 19:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Heat,Thunder,1,-2
268,268,2015-12-04 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Nuggets,-1,1
269,269,2015-12-04 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19247,19911,Jazz,Magic,-2,5
270,270,2015-12-04 21:30:00,FedExForum,"Memphis, TN",17013,18119,Grizzlies,Spurs,-1,2
271,271,2015-12-04 22:00:00,Moda Center,"Portland, OR",19206,19441,Trail,Pacers,0,-1
272,272,2015-12-05 19:00:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Nets,2,-1
273,273,2015-12-05 19:00:00,Verizon Center,"Washington, DC",17255,20173,Wizards,Suns,1,-3
274,274,2015-12-05 19:30:00,The Palace of Auburn Hills,"Detroit, MI",16963,22076,Pistons,Bucks,3,-2
275,275,2015-12-05 20:00:00,Philips Arena,"Atlanta, GA",19051,18729,Hawks,Lakers,1,-1
276,276,2015-12-05 20:30:00,American Airlines Center,"Dallas, TX",20339,19200,Mavericks,Rockets,-1,2
277,277,2015-12-05 21:30:00,Smoothie King Center,"New Orleans, LA",17906,17188,Pelicans,Cavaliers,1,-2
278,278,2015-12-06 13:00:00,Wells Fargo Center,"Philadelphia, PA",15677,20318,76ers,Nuggets,-2,2
279,279,2015-12-06 17:00:00,Air Canada Centre,"Toronto, ON",20160,19800,Raptors,Warriors,-2,21
280,280,2015-12-06 20:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Heat,Cavaliers,2,-3
281,281,2015-12-06 20:00:00,United Center,"Chicago, IL",21770,20917,Bulls,Hornets,-1,1
282,282,2015-12-06 20:00:00,Toyota Center,"Houston, TX",17318,18104,Rockets,Kings,3,-2
283,283,2015-12-06 20:00:00,Target Center,"Minneapolis, MN",16203,19356,Timberwolves,Blazers,-3,0
284,284,2015-12-06 20:30:00,BMO Harris Bradley Center,"Milwaukee, WI",16223,18717,Bucks,Knicks,1,-1
285,285,2015-12-06 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Celtics,3,-1
286,286,2015-12-06 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19500,19911,Jazz,Pacers,1,-2
287,287,2015-12-06 22:30:00,STAPLES Center,"Los Angeles, CA",19146,19060,Clippers,Magic,1,-1
288,288,2015-12-07 15:30:00,FedExForum,"Memphis, TN",16022,18119,Grizzlies,Suns,1,-4
289,289,2015-12-07 18:00:00,The Palace of Auburn Hills,"Detroit, MI",20228,22076,Pistons,Lakers,4,-2
290,290,2015-12-07 18:00:00,Verizon Center,"Washington, DC",16394,20173,Wizards,Mavericks,-1,1
291,291,2015-12-07 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Kings,1,-3
292,292,2015-12-08 19:00:00,Spectrum Center,"Charlotte, NC",15481,19077,Hornets,Pistons,2,-1
293,293,2015-12-08 19:00:00,Wells Fargo Center,"Philadelphia, PA",14449,20318,76ers,Spurs,-3,4
294,294,2015-12-08 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Heat,Wizards,-1,1
295,295,2015-12-08 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Mavericks,-2,2
296,296,2015-12-08 19:30:00,Air Canada Centre,"Toronto, ON",20163,19800,Raptors,Lakers,1,-3
297,297,2015-12-08 20:00:00,United Center,"Chicago, IL",21337,20917,Bulls,Suns,-2,1
298,298,2015-12-08 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",14389,18717,Bucks,Blazers,2,0
299,299,2015-12-08 20:00:00,Target Center,"Minneapolis, MN",11467,19356,Timberwolves,Clippers,-4,2
300,300,2015-12-08 20:00:00,Smoothie King Center,"New Orleans, LA",15715,17188,Pelicans,Celtics,-1,1
301,301,2015-12-09 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Blazers,1,0
302,302,2015-12-09 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",18165,18165,Pacers,Warriors,-3,23
303,303,2015-12-09 20:00:00,FedExForum,"Memphis, TN",16415,18119,Grizzlies,Thunder,-1,2
304,304,2015-12-09 21:00:00,Pepsi Center,"Denver, CO",13925,19155,Nuggets,Magic,-1,1
305,305,2015-12-09 22:00:00,Sleep Train Arena,"Sacramento, CA",16505,17317,Kings,Jazz,1,-1
306,306,2015-12-10 19:00:00,TD Garden,"Boston, MA",17318,18624,Celtics,Bulls,2,-3
307,307,2015-12-10 19:00:00,Spectrum Center,"Charlotte, NC",17404,19077,Hornets,Heat,3,-2
308,308,2015-12-10 19:00:00,Verizon Center,"Washington, DC",16041,20173,Wizards,Rockets,-1,1
309,309,2015-12-10 19:30:00,The Palace of Auburn Hills,"Detroit, MI",13411,22076,Pistons,Grizzlies,-2,1
310,310,2015-12-10 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Spurs,2,-1
311,311,2015-12-10 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",14224,18717,Bucks,Clippers,-1,3
312,312,2015-12-10 20:00:00,Target Center,"Minneapolis, MN",18076,19356,Timberwolves,Lakers,1,-4
313,313,2015-12-10 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17637,18422,Suns,Magic,2,-1
314,314,2015-12-10 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",18586,19911,Jazz,Knicks,1,-3
315,315,2015-12-10 21:30:00,American Airlines Center,"Dallas, TX",19936,19200,Mavericks,Hawks,-1,2
316,316,2015-12-11 20:00:00,United Center,"Chicago, IL",21491,20917,Bulls,Clippers,1,-1
317,317,2015-12-11 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Hawks,3,-1
318,318,2015-12-11 22:30:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,Knicks,2,-4
319,319,2015-12-12 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16184,18165,Pacers,Heat,1,-3
320,320,2015-12-12 19:00:00,Amway Center,"Orlando, FL",17239,18500,Magic,Cavaliers,-2,2
321,321,2015-12-12 19:00:00,Wells Fargo Center,"Philadelphia, PA",14020,20318,76ers,Pistons,-5,1
322,322,2015-12-12 19:30:00,TD Garden,"Boston, MA",18624,18624,Celtics,Warriors,-1,24
323,323,2015-12-12 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Bucks,3,-2
324,324,2015-12-12 20:00:00,FedExForum,"Memphis, TN",17111,18119,Grizzlies,Hornets,-1,4
325,325,2015-12-12 20:00:00,Smoothie King Center,"New Orleans, LA",16875,17188,Pelicans,Wizards,1,-2
326,326,2015-12-12 21:00:00,Pepsi Center,"Denver, CO",12533,19155,Nuggets,Timberwolves,1,-1
327,327,2015-12-12 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Jazz,Thunder,-1,4
328,328,2015-12-12 21:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Lakers,1,-5
329,329,2015-12-12 21:30:00,Talking Stick Resort Arena,"Phoenix, AZ",17028,18422,Suns,Blazers,-1,0
330,330,2015-12-13 19:00:00,Spectrum Center,"Charlotte, NC",18490,19077,Hornets,Celtics,-1,1
331,331,2015-12-13 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14858,22076,Pistons,Pacers,2,-1
332,332,2015-12-13 20:00:00,Philips Arena,"Atlanta, GA",17752,18729,Hawks,Spurs,-2,2
333,333,2015-12-13 20:00:00,United Center,"Chicago, IL",21605,20917,Bulls,Pelicans,2,-1
334,334,2015-12-13 20:00:00,Toyota Center,"Houston, TX",18456,18104,Rockets,Lakers,2,-6
335,335,2015-12-13 20:30:00,American Airlines Center,"Dallas, TX",20088,19200,Mavericks,Wizards,-2,1
336,336,2015-12-13 20:30:00,BMO Harris Bradley Center,"Milwaukee, WI",18717,18717,Bucks,Warriors,1,-1
337,337,2015-12-13 22:00:00,Moda Center,"Portland, OR",19511,19441,Trail,Knicks,0,1
338,338,2015-12-14 15:30:00,Talking Stick Resort Arena,"Phoenix, AZ",16919,18422,Suns,Timberwolves,1,-2
339,339,2015-12-14 18:00:00,AmericanAirlines Arena,"Miami, FL",19813,19600,Heat,Grizzlies,1,-2
340,340,2015-12-14 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,76ers,4,-6
341,341,2015-12-14 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Jazz,5,-2
342,342,2015-12-15 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16598,18165,Pacers,Raptors,1,-1
343,343,2015-12-15 19:30:00,The Palace of Auburn Hills,"Detroit, MI",13525,22076,Pistons,Clippers,-1,2
344,344,2015-12-15 20:00:00,Philips Arena,"Atlanta, GA",15039,18729,Hawks,Heat,-3,2
345,345,2015-12-15 20:00:00,United Center,"Chicago, IL",21166,20917,Bulls,76ers,3,-7
346,346,2015-12-15 20:00:00,FedExForum,"Memphis, TN",15397,18119,Grizzlies,Wizards,1,-1
347,347,2015-12-15 20:30:00,American Airlines Center,"Dallas, TX",19822,19200,Mavericks,Suns,1,-1
348,348,2015-12-15 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Jazz,3,-3
349,349,2015-12-15 21:00:00,Pepsi Center,"Denver, CO",12022,19155,Nuggets,Rockets,2,-1
350,350,2015-12-15 22:00:00,Moda Center,"Portland, OR",19231,19441,Trail,Pelicans,0,-2
351,351,2015-12-16 19:30:00,TD Garden,"Boston, MA",18624,18624,Celtics,Cavaliers,-1,3
352,352,2015-12-16 20:00:00,Target Center,"Minneapolis, MN",11323,19356,Timberwolves,Nuggets,-3,3
353,353,2015-12-16 22:00:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,Rockets,3,-2
354,354,2015-12-16 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Bucks,1,-1
355,355,2015-12-17 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",14824,18165,Pacers,Mavericks,2,-1
356,356,2015-12-17 19:00:00,Amway Center,"Orlando, FL",16019,18500,Magic,Hornets,2,-2
357,357,2015-12-17 19:30:00,The Palace of Auburn Hills,"Detroit, MI",13120,22076,Pistons,Celtics,1,-2
358,358,2015-12-17 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Timberwolves,2,-4
359,359,2015-12-17 20:00:00,Philips Arena,"Atlanta, GA",14827,18729,Hawks,76ers,1,-8
360,360,2015-12-17 20:00:00,United Center,"Chicago, IL",21032,20917,Bulls,Grizzlies,4,-1
361,361,2015-12-17 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Blazers,6,0
362,362,2015-12-17 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Wizards,4,-2
363,363,2015-12-17 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",17899,19911,Jazz,Pelicans,-4,1
364,364,2015-12-17 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Suns,1,-2
365,365,2015-12-17 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Clippers,Bucks,3,-2
366,366,2015-12-18 19:00:00,Spectrum Center,"Charlotte, NC",15817,19077,Hornets,Raptors,1,-2
367,367,2015-12-18 20:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Thunder,4,-1
368,368,2015-12-18 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Rockets,-1,1
369,369,2015-12-19 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16548,18165,Pacers,Nets,3,-4
370,370,2015-12-19 19:00:00,Amway Center,"Orlando, FL",17156,18500,Magic,Blazers,3,0
371,371,2015-12-19 19:00:00,Wells Fargo Center,"Philadelphia, PA",17880,20318,76ers,Knicks,-9,3
372,372,2015-12-19 19:30:00,TD Garden,"Boston, MA",18624,18624,Celtics,Hawks,-3,2
373,373,2015-12-19 20:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Heat,Raptors,-1,1
374,374,2015-12-19 20:00:00,United Center,"Chicago, IL",21534,20917,Bulls,Pistons,-1,2
375,375,2015-12-19 20:00:00,Target Center,"Minneapolis, MN",12770,19356,Timberwolves,Kings,1,-1
376,376,2015-12-19 20:00:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Clippers,5,-1
377,377,2015-12-19 20:30:00,American Airlines Center,"Dallas, TX",20199,19200,Mavericks,Grizzlies,1,-2
378,378,2015-12-19 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19169,19911,Jazz,Nuggets,1,-1
379,379,2015-12-19 22:30:00,Talking Stick Resort Arena,"Phoenix, AZ",17227,18422,Suns,Pelicans,1,-1
380,380,2015-12-19 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Bucks,2,-3
381,381,2015-12-20 17:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Lakers,1,-2
382,382,2015-12-20 19:00:00,Verizon Center,"Washington, DC",16987,20173,Wizards,Hornets,1,-1
383,383,2015-12-20 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Bulls,4,-2
384,384,2015-12-20 20:00:00,Toyota Center,"Houston, TX",18212,18104,Rockets,Clippers,2,-2
385,385,2015-12-20 20:00:00,FedExForum,"Memphis, TN",18119,18119,Grizzlies,Pacers,1,-1
386,386,2015-12-21 13:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Heat,Blazers,1,0
387,387,2015-12-21 15:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,76ers,5,-10
388,388,2015-12-21 17:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16859,18422,Suns,Bucks,-1,1
389,389,2015-12-21 18:00:00,Amway Center,"Orlando, FL",16982,18500,Magic,Hawks,-1,3
390,390,2015-12-21 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Kings,-1,1
391,391,2015-12-21 20:00:00,Pepsi Center,"Denver, CO",13857,19155,Nuggets,Pelicans,-2,1
392,392,2015-12-22 19:00:00,Verizon Center,"Washington, DC",15124,20173,Wizards,Kings,2,-1
393,393,2015-12-22 19:30:00,TD Garden,"Boston, MA",18624,18624,Celtics,Timberwolves,1,-1
394,394,2015-12-22 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Magic,-1,1
395,395,2015-12-22 20:00:00,Philips Arena,"Atlanta, GA",18373,18729,Hawks,Blazers,4,0
396,396,2015-12-22 20:00:00,United Center,"Chicago, IL",21825,20917,Bulls,Nets,-3,1
397,397,2015-12-22 20:00:00,Toyota Center,"Houston, TX",18236,18104,Rockets,Hornets,3,-2
398,398,2015-12-22 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Pacers,6,-2
399,399,2015-12-22 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Jazz,Suns,2,-2
400,400,2015-12-22 22:30:00,STAPLES Center,"Los Angeles, CA",19415,19060,Clippers,Thunder,-3,2
401,401,2015-12-23 19:00:00,Wells Fargo Center,"Philadelphia, PA",15552,20318,76ers,Grizzlies,-11,2
402,402,2015-12-23 19:30:00,AmericanAirlines Arena,"Miami, FL",19901,19600,Heat,Pistons,-1,3
403,403,2015-12-23 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Mavericks,1,-1
404,404,2015-12-23 21:00:00,Pepsi Center,"Denver, CO",19124,19155,Nuggets,Lakers,-3,1
405,405,2015-12-24 19:00:00,Spectrum Center,"Charlotte, NC",19082,19077,Hornets,Celtics,-3,2
406,406,2015-12-24 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Knicks,6,-2
407,407,2015-12-24 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",18165,18165,Pacers,Kings,-3,1
408,408,2015-12-24 19:00:00,Amway Center,"Orlando, FL",17061,18500,Magic,Rockets,2,-1
409,409,2015-12-24 19:00:00,Verizon Center,"Washington, DC",15879,20173,Wizards,Grizzlies,3,-1
410,410,2015-12-24 20:00:00,Philips Arena,"Atlanta, GA",17575,18729,Hawks,Pistons,5,-1
411,411,2015-12-24 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",15754,18717,Bucks,76ers,2,-12
412,412,2015-12-24 20:00:00,Target Center,"Minneapolis, MN",16788,19356,Timberwolves,Spurs,-2,7
413,413,2015-12-24 20:00:00,Smoothie King Center,"New Orleans, LA",16686,17188,Pelicans,Blazers,2,0
414,414,2015-12-24 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17034,18422,Suns,Nuggets,-3,1
415,415,2015-12-24 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Jazz,3,-1
416,416,2015-12-24 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Thunder,-1,3
417,417,2015-12-26 12:00:00,AmericanAirlines Arena,"Miami, FL",19845,19600,Heat,Pelicans,1,-1
418,418,2015-12-26 14:30:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Bulls,-1,1
419,419,2015-12-26 17:00:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Cavaliers,4,-1
420,420,2015-12-26 20:00:00,Toyota Center,"Houston, TX",18319,18104,Rockets,Spurs,1,-1
421,421,2015-12-26 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Clippers,-2,1
422,422,2015-12-27 17:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16329,18717,Bucks,Raptors,-1,2
423,423,2015-12-27 19:30:00,Philips Arena,"Atlanta, GA",19015,18729,Hawks,Knicks,6,-3
424,424,2015-12-27 19:00:00,Spectrum Center,"Charlotte, NC",19091,19077,Hornets,Grizzlies,1,-2
425,425,2015-12-27 19:00:00,Amway Center,"Orlando, FL",18846,18500,Magic,Heat,-1,2
426,426,2015-12-27 19:00:00,Smoothie King Center,"New Orleans, LA",18248,17188,Pelicans,Rockets,1,-1
427,427,2015-12-27 19:30:00,The Palace of Auburn Hills,"Detroit, MI",18288,22076,Pistons,Celtics,-2,3
428,428,2015-12-27 20:00:00,Target Center,"Minneapolis, MN",15076,19356,Timberwolves,Pacers,-3,1
429,429,2015-12-27 21:00:00,American Airlines Center,"Dallas, TX",20392,19200,Mavericks,Bulls,2,-1
430,430,2015-12-27 20:30:00,AT&T Center,"San Antonio, TX",18420,18581,Spurs,Nuggets,1,-1
431,431,2015-12-27 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17548,18422,Suns,76ers,-4,1
432,432,2015-12-27 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Jazz,Clippers,-2,2
433,433,2015-12-27 22:00:00,Moda Center,"Portland, OR",19393,19441,Trail,Cavaliers,0,-2
434,434,2015-12-28 19:00:00,TD Garden,"Boston, MA",18624,18624,Celtics,Knicks,4,-4
435,435,2015-12-28 18:00:00,FedExForum,"Memphis, TN",18119,18119,Grizzlies,Lakers,1,-3
436,436,2015-12-28 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Nuggets,1,-2
437,437,2015-12-28 21:00:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,Blazers,-1,0
438,438,2015-12-29 19:00:00,Spectrum Center,"Charlotte, NC",19632,19077,Hornets,Lakers,2,-4
439,439,2015-12-29 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",18165,18165,Pacers,Hawks,2,-1
440,440,2015-12-29 19:00:00,Amway Center,"Orlando, FL",17606,18500,Magic,Pelicans,1,-1
441,441,2015-12-29 19:00:00,Verizon Center,"Washington, DC",20356,20173,Wizards,Clippers,-1,3
442,442,2015-12-29 19:30:00,AmericanAirlines Arena,"Miami, FL",19975,19600,Heat,Nets,-1,1
443,443,2015-12-29 20:00:00,United Center,"Chicago, IL",21898,20917,Bulls,Raptors,1,-1
444,444,2015-12-29 20:30:00,American Airlines Center,"Dallas, TX",20300,19200,Mavericks,Bucks,3,-2
445,445,2015-12-29 20:30:00,AT&T Center,"San Antonio, TX",18493,18581,Spurs,Timberwolves,2,-4
446,446,2015-12-29 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",18319,18422,Suns,Cavaliers,-5,1
447,447,2015-12-29 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Jazz,76ers,1,-1
448,448,2015-12-29 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Kings,5,-2
449,449,2015-12-30 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Pistons,1,-3
450,450,2015-12-30 20:00:00,Toyota Center,"Houston, TX",18211,18104,Rockets,Hawks,-2,1
451,451,2015-12-30 20:00:00,FedExForum,"Memphis, TN",18119,18119,Grizzlies,Heat,2,-2
452,452,2015-12-30 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Bucks,2,-3
453,453,2015-12-30 21:00:00,Pepsi Center,"Denver, CO",17523,19155,Nuggets,Cavaliers,-3,2
454,454,2015-12-31 19:00:00,Spectrum Center,"Charlotte, NC",19145,19077,Hornets,Clippers,-1,4
455,455,2015-12-31 19:00:00,Amway Center,"Orlando, FL",18397,18500,Magic,Nets,2,-1
456,456,2015-12-31 19:30:00,TD Garden,"Boston, MA",18624,18624,Celtics,Lakers,-1,1
457,457,2015-12-31 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Wizards,1,-2
458,458,2015-12-31 20:00:00,United Center,"Chicago, IL",22206,20917,Bulls,Pacers,2,-1
459,459,2015-12-31 20:00:00,Target Center,"Minneapolis, MN",14326,19356,Timberwolves,Jazz,1,-1
460,460,2015-12-31 20:30:00,American Airlines Center,"Dallas, TX",20494,19200,Mavericks,Warriors,4,-1
461,461,2015-12-31 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Suns,3,-6
462,462,2015-12-31 22:00:00,Moda Center,"Portland, OR",19393,19441,Trail,Nuggets,0,-4
463,463,2015-12-31 22:00:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,76ers,-3,1
464,464,2016-01-01 18:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16348,18165,Pacers,Bucks,-2,1
465,465,2016-01-01 19:00:00,Toyota Center,"Houston, TX",18313,18104,Rockets,Warriors,-3,1
466,466,2016-01-01 18:00:00,The Palace of Auburn Hills,"Detroit, MI",15475,22076,Pistons,Timberwolves,1,-1
467,467,2016-01-01 20:00:00,Smoothie King Center,"New Orleans, LA",16920,17188,Pelicans,Clippers,-2,5
468,468,2016-01-01 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Suns,3,-7
469,469,2016-01-01 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19380,19911,Jazz,Blazers,1,0
470,470,2016-01-02 19:00:00,Verizon Center,"Washington, DC",16986,20173,Wizards,Magic,1,-1
471,471,2016-01-02 19:30:00,AmericanAirlines Arena,"Miami, FL",19748,19600,Heat,Mavericks,1,-1
472,472,2016-01-02 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Hornets,2,-2
473,473,2016-01-02 20:00:00,United Center,"Chicago, IL",22443,20917,Bulls,Knicks,3,-1
474,474,2016-01-02 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,76ers,2,-1
475,475,2016-01-03 15:00:00,TD Garden,"Boston, MA",18624,18624,Celtics,Nets,-2,1
476,476,2016-01-03 17:00:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,Suns,1,-8
477,477,2016-01-03 19:00:00,Spectrum Center,"Charlotte, NC",19387,19077,Hornets,Thunder,-3,4
478,478,2016-01-03 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",18165,18165,Pacers,Pistons,1,-1
479,479,2016-01-03 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Magic,3,-2
480,480,2016-01-03 20:00:00,Target Center,"Minneapolis, MN",14107,19356,Timberwolves,Bucks,-2,2
481,481,2016-01-03 20:30:00,American Airlines Center,"Dallas, TX",20152,19200,Mavericks,Pelicans,-2,1
482,482,2016-01-03 20:30:00,AT&T Center,"San Antonio, TX",18652,18581,Spurs,Rockets,4,-4
483,483,2016-01-03 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",18455,19911,Jazz,Grizzlies,2,-1
484,484,2016-01-03 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Nuggets,2,-5
485,485,2016-01-03 22:30:00,STAPLES Center,"Los Angeles, CA",19212,19060,Clippers,76ers,6,-2
486,486,2016-01-04 15:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Hawks,1,-1
487,487,2016-01-04 15:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Bulls,-1,4
488,488,2016-01-04 18:00:00,Verizon Center,"Washington, DC",17793,20173,Wizards,Heat,-1,2
489,489,2016-01-04 21:00:00,Pepsi Center,"Denver, CO",11883,19155,Nuggets,Blazers,-6,0
490,490,2016-01-04 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Suns,3,-9
491,491,2016-01-05 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Raptors,4,-2
